5011	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5152	0	2	1	4	1	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0
5170	16	0	10	4	2	4	0	0	13	9	75	0	0	0	0	0	0	6	28	0	0
5171	18	0	3	5	3	0	1	0	5	5	43	0	0	0	0	0	0	4	13	0	0
5202	39	2	19	7	0	2	0	0	0	51	11	0	0	0	0	0	0	71	12	0	0
5250	1	0	4	7	0	0	0	0	0	75	7	0	0	0	0	0	0	95	2	0	0
5328	2	3	0	1	0	1	0	0	0	1	13	0	0	0	0	0	0	15	0	0	0
5353	15	0	9	3	0	0	0	0	1	3	32	0	2	0	0	0	0	0	12	0	0
5382	21	7	23	5	0	5	0	0	2	6	11	0	0	0	0	0	0	6	10	0	0
5409	5	1	5	0	0	3	0	0	1	17	9	0	0	1	0	0	0	17	7	0	0
5459	7	1	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	3	4	0	0
5462	42	3	28	5	2	17	0	0	4	157	9	0	0	0	0	0	0	155	24	0	0
5464	15	1	33	11	3	23	0	0	3	2	14	0	0	0	0	0	0	15	20	0	0
5496	1	0	1	1	0	1	1	0	2	3	14	0	0	0	0	0	0	1	3	0	0
5523	6	0	9	1	4	1	2	0	3	2	1	0	0	0	0	0	0	0	1	0	0
5525	12	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5716	52	4	65	16	5	4	1	0	3	21	29	0	0	0	1	0	0	19	24	0	1
5913	45	7	46	12	1	0	0	0	1	6	14	0	0	0	0	0	0	6	23	0	0
5967	4	3	17	5	2	1	0	0	1	135	25	0	0	0	1	0	0	141	10	0	2
5981	5	0	6	2	1	0	0	0	1	25	3	0	0	0	0	0	0	25	3	0	0
6027	12	1	12	16	5	0	0	0	1	14	13	0	0	0	0	0	0	14	11	0	0
6044	29	0	9	20	2	0	3	0	1	24	16	0	0	0	0	0	0	20	7	0	0
6136	6	0	2	2	1	1	1	0	1	7	22	0	0	2	3	0	0	3	4	0	0
6170	11	1	13	6	1	1	2	0	2	9	11	0	0	0	0	0	0	9	7	0	0
